Concesionaria,Marca,Modelo,Versión,Tipo Carrocería,Precio (US$),Combustible,Motor (Cilindrada / HP / Torque),Transmisión (MT / AT / CVT y N° de marchas),Tracción,Largo (mm),Ancho (mm),Alto (mm),Despeje del suelo (mm),Baulera (Litros),Plazas (Asientos) (Nuevo),"ADAS (Full, Intermedio, Sin ADAS)",Asientos de Cuero (Sí/No),Techo Panorámico/Corredizo (Sí/No),Tamaño Pantalla (Pulgadas),Conectividad (Inalámbrico/Cable),Cámaras (Retroceso / 360),Garantía,Origen,URL del Auto,URL de Imagen,Subsegmento,Airbags
Garden Automotores,Nissan,Kicks Play,Sense (2026),SUV,$17.990,Flex,"1,6",Automático,4x2,4295,1760,1590,200,432,5,Intermedio,No,No,7,Cable,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Nissan,Kicks Play,Advance (2026),SUV,$18.990,Flex,"1,6",Automático,4x2,4295,1760,1590,200,432,5,Full,No,No,8,Cable,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Nissan,New Kicks,Sense (2026),SUV,$23.990,Flex,1.0T / 120 HP / 220 Nm,AT 6DCT,4x2,4365,2090,1620,213,470,5,Full,No,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Nissan,New Kicks,Advance Plus (2026),SUV,$24.990,Flex,1.0T / 120 HP / 220 Nm,AT 6DCT,4x2,4365,2090,1620,213,470,5,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Nissan,New Kicks,Exclusive (2026),SUV,$27.990,Flex,1.0T / 120 HP / 220 Nm,AT 6DCT,4x2,4365,2090,1620,213,470,5,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Brasil,,,,
Garden Automotores,Nissan,New Qashqai,Sense (2026),SUV,$25.990,Nafta,1.3L Turbo / 147 HP / 250 Nm,MT,4x2,4425,1835,1625,180,504,5,Intermedio,No,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,New Qashqai,Sense (2026),SUV,$28.990,Nafta,1.3L Turbo / 147 HP / 250 Nm,CVT,4x2,4425,1835,1625,180,504,5,Intermedio,No,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,New Qashqai,Advance (2026),SUV,$33.990,Nafta,1.3L Turbo / 147 HP / 250 Nm,CVT,4x2,4425,1835,1625,180,504,5,Full,Sí,No,"12,3",Inalámbrico,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,New Qashqai,Advance Plus (2026),SUV,$35.990,Nafta,1.3L Turbo / 147 HP / 250 Nm,CVT,4x2,4425,1835,1625,180,504,5,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,New Qashqai,Exclusive (2026),SUV,$38.990,Nafta,1.3L Turbo / 147 HP / 250 Nm,CVT,4x4,4425,1835,1625,180,504,5,Full,Sí,Sí,"12,3",Inalámbrico,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,X-Trail Ice,Sense 5P (2026),SUV,$33.990,Nafta,2.5L / 181 HP / 180 Nm,CVT,4x2,4680,1840,1695,205,1298,5,Full,No,No,8,Cable,Retroceso,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,X-Trail e,Advance e-POWER 7P (2026),SUV,$41.990,e-POWER,1.5L Turbo 142 HP + e-Motor 205 HP / 330 Nm,Reductor AT,AWD e-4ORCE,4645,1840,1695,205,1298,7,Full,No,Sí,8,Cable,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,X-Trail e,Exclusive e-POWER 7P (2026),SUV,$46.990,e-POWER,1.5L Turbo 142 HP + e-Motor 205 HP / 330 Nm,Reductor AT,AWD e-4ORCE,4645,1840,1695,205,1298,7,Full,Sí,Sí,"12,3",Cable,360,3 años o 100.000 km,Japón,,,,
Garden Automotores,Nissan,Pathfinder,Platinum 7P (2026),SUV,$64.990,Nafta,3.5L V6 / 270 HP / 340 Nm,AT 9 vel.,4x4,5004,1978,1810,180,470,7,Full,Sí,Sí,9,Inalámbrico,360,3 años o 100.000 km,USA,,,,
Garden Automotores,Nissan,Frontier,S-Sense C/S (2026),Pickup,$32.990,Diesel,2.5 L / 165 HP / 411 Nm,MT 6 vel.,4x4,5260,1850,1860,225,-,2,Sin ADAS,No,No,Radio,Cable,No,3 años o 100.000 km,Argentina,,,,
Garden Automotores,Nissan,Frontier,S-Sense D/C (2026),Pickup,$33.990,Diesel,2.5 L / 165 HP / 411 Nm,MT 6 vel.,4x4,5260,1850,1860,225,-,5,Sin ADAS,No,No,Radio,Cable,No,3 años o 100.000 km,Argentina,,,,
Garden Automotores,Nissan,Frontier,S-Sense D/C (2026),Pickup,$36.990,Diesel,2.5 L / 165 HP / 411 Nm,AT 7 vel.,4x4,5260,1850,1860,225,-,5,Sin ADAS,No,No,Radio,Cable,No,3 años o 100.000 km,Argentina,,,,
Garden Automotores,Nissan,Frontier,XE-Exclusive D/C (2026),Pickup,$39.990,Diesel,2.5 L / 190 HP / 450 Nm,AT 7 vel.,4x4,5260,1850,1860,225,-,5,Intermedio,No,No,8,Cable,Retroceso,3 años o 100.000 km,Argentina,,,,
Garden Automotores,Nissan,Frontier,LE-Limited D/C (2026),Pickup,$45.990,Diesel,2.5 L / 190 HP / 450 Nm,AT 7 vel.,4x4,5260,1850,1860,225,-,5,Full,Sí,No,8,Cable,360,3 años o 100.000 km,Argentina,,,,
Garden Automotores,Nissan,Frontier,LE-PRO4X D/C (2026),Pickup,$45.990,Diesel,2.5 L / 190 HP / 450 Nm,AT 7 vel.,4x4,5260,1850,1860,225,-,5,Full,Sí,No,8,Cable,360,3 años o 100.000 km,Argentina,,,,
Garden Automotores,Chery,Tiggo 2 Pro,Comfort 1.5 G,SUV,$11.990,Nafta,"1,5",MT,2WD,4200,1760,1570,,320,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft2%2Fpic01mb.jpg&w=1920&q=75,,
Garden Automotores,Chery,Tiggo 2 Pro,Comfort 1.5 G,SUV,$14.500,Nafta,"1,5",AT,2WD,4200,1760,1570,,320,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft2%2Fpic01mb.jpg&w=1920&q=75,,
Garden Automotores,Chery,Tiggo 2 Pro,Luxury 1.0T G,SUV,$15.500,Nafta,1.0 T,AT,2WD,4200,1760,1570,,320,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft2%2Fpic01mb.jpg&w=1920&q=75,,
Garden Automotores,Chery,Tiggo 4 Pro,Comfort 1.5 G,SUV,$17.500,Nafta,"1,5",AT,2WD,4318,1831,1662,,340,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft4%2Fpic01_04.jpg&w=1920&q=80,,
Garden Automotores,Chery,Tiggo 4 Pro,Comfort HEV 1.5 G,SUV,$20.990,MHEV / HEV,"1,5",AT,2WD,4318,1831,1662,,340,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft4%2Fpic01_04.jpg&w=1920&q=80,,
Garden Automotores,Chery,Tiggo 4 Pro,Luxury HEV 1.5 G,SUV,$22.990,MHEV / HEV,"1,5",AT,2WD,4318,1831,1662,,340,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft4%2Fpic01_04.jpg&w=1920&q=80,,
Garden Automotores,Chery,Tiggo 7 Pro,Comfort 1.5T G,SUV,$19.990,Nafta,1.5 T,AT,2WD,4500,1842,1746,,475,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft7%2Fpic02mb.jpg&w=1920&q=75,,
Garden Automotores,Chery,Tiggo 7 Pro,Premium 1.5T G,SUV,$21.990,Nafta,1.5 T,AT,2WD,4500,1842,1746,,475,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft7%2Fpic02mb.jpg&w=1920&q=75,,
Garden Automotores,Chery,Tiggo 7 Pro,Luxury PHEV 1.5T G,SUV,$25.990,PHEV,1.5 T,AT,2WD,4500,1842,1746,,475,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft7%2Fpic02mb.jpg&w=1920&q=75,,
Garden Automotores,Chery,Tiggo 7 Pro,Premium PHEV 1.5T G,SUV,$28.990,PHEV,1.5 T,AT,2WD,4500,1842,1746,,475,5,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/_next/image?url=%2Fmodelos%2Ft7%2Fpic02mb.jpg&w=1920&q=75,,
Garden Automotores,Chery,Tiggo 8 Pro,Luxury Sport 1.6T G,SUV,$26.990,Nafta,1.6 T,AT,2WD,4722,1860,1705,145,193,7,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/modelos/t8/slide4/vista-exterior02.jpg,,
Garden Automotores,Chery,Tiggo 8 Pro,PHEV Híbrido 1.5T G,SUV,$32.990,PHEV,1.5 T,AT,2WD,4722,1860,1705,145,193,7,,,,,,,Hasta 7 años o 200.000 km,China,,https://chery.com.py/modelos/t8/slide4/vista-exterior02.jpg,,
Gorostiaga,Changan,ALSVIN,NEW MT COMFORT 2026,Sedán,$10.490,Nafta,1.370 cc / 95 HP / 135 Nm,MT 5 velocidades,2WD,439,1725,1490,150,430,5,Sin ADAS,No,,"7""",Cable,Retroceso,,China,,"https://static.wixstatic.com/media/bc9593_7fd77d1d658b40889c0d474c743a500e~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_7fd77d1d658b40889c0d474c743a500e~mv2.png",Sedán Subcompacto (B),
Gorostiaga,Changan,ALSVIN,NEW MT LUXURY 2026,Sedán,$10.990,Nafta,1.370 cc / 95 HP / 135 Nm,MT 5 velocidades,2WD,439,1725,1490,150,430,5,Sin ADAS,Sí,,"7""",Cable,Retroceso,,China,,"https://static.wixstatic.com/media/bc9593_7fd77d1d658b40889c0d474c743a500e~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_7fd77d1d658b40889c0d474c743a500e~mv2.png",Sedán Subcompacto (B),
Gorostiaga,Changan,CS15,NEW MT LUXURY 2026,SUV,$12.700,Nafta,"1,5",MT 5,2WD,4135,1740,1630,,230,5,,,,,,,,China,,"https://static.wixstatic.com/media/bc9593_fe23b1a2fdf74772b59851e88714fe01~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_fe23b1a2fdf74772b59851e88714fe01~mv2.png",,
Gorostiaga,Changan,CS15,NEW DCT ELITE 2026,SUV,$14.800,Nafta,"1,5",AT DCT,2WD,4135,1740,1630,,230,5,,,,,,,,China,,"https://static.wixstatic.com/media/bc9593_fe23b1a2fdf74772b59851e88714fe01~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_fe23b1a2fdf74772b59851e88714fe01~mv2.png",,
Gorostiaga,Changan,CS35 PLUS,NEW LUXURY 2026,SUV,$18.400,Nafta,1.392 cc / 155 HP / 260 Nm,AT 7 velocidades DCT,2WD,4335,1825,1660,220,403,5,Full,Sí,Sí,"10""",Cable,Retroceso,3 años o 100.000 km,China,,"https://static.wixstatic.com/media/bc9593_579cdef1f04e4885a5eafab05e06fca1~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_579cdef1f04e4885a5eafab05e06fca1~mv2.png",SUV Subcompacta (B),
Gorostiaga,Changan,CS35 PLUS,NEW ELITE 2026,SUV,$19.990,Nafta,1.392 cc / 155 HP / 260 Nm,AT 7 velocidades DCT,2WD,4335,1825,1660,220,403,5,Full,Sí,Sí,"10""",Cable,360°,3 años o 100.000 km,China,,"https://static.wixstatic.com/media/bc9593_579cdef1f04e4885a5eafab05e06fca1~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_579cdef1f04e4885a5eafab05e06fca1~mv2.png",SUV Subcompacta (B),
Gorostiaga,Changan,CS55 PLUS,NEW LUXURY 2026,SUV,$22.700,Nafta,1.500 cc / 185 HP / 300 Nm,AT 7 velocidades DCT,2WD,4515,1865,1680,250,475,5,Full,Sí,Sí,"12.3""",Inalámbrico,360°,3 años o 100.000 km,China,,"https://static.wixstatic.com/media/471393_3460f5a01b3b4a0eb9eed63022a16f90~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/471393_3460f5a01b3b4a0eb9eed63022a16f90~mv2.png",SUV Compacta (C),
Gorostiaga,Changan,CS55 PLUS,NEW ELITE 2026,SUV,$24.490,Nafta,1.500 cc / 185 HP / 300 Nm,AT 7 velocidades DCT,2WD,4515,1865,1680,250,475,5,Full,Sí,Sí,"12.3""",Inalámbrico,360°,3 años o 100.000 km,China,,"https://static.wixstatic.com/media/471393_3460f5a01b3b4a0eb9eed63022a16f90~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/471393_3460f5a01b3b4a0eb9eed63022a16f90~mv2.png",SUV Compacta (C),
Gorostiaga,Changan,CS75 PLUS,NEW 4X2 1.5 2026,SUV,$27.990,Nafta,1.5 T,AT,2WD,4700,1865,1710,,620,5,,,,,,,,China,,"https://static.wixstatic.com/media/471393_eac20539b790497b8defd1a41a4f8a2f~mv2.jpg/v1/fill/w_613,h_459,al_c,lg_1,q_80,enc_auto/471393_eac20539b790497b8defd1a41a4f8a2f~mv2.jpg",,
Gorostiaga,Changan,CS75 PLUS,NEW 4X4 2.0 2026,SUV,$34.990,Nafta,2.0 T,AT,4WD,4700,1865,1710,,620,5,,,,,,,,China,,"https://static.wixstatic.com/media/471393_eac20539b790497b8defd1a41a4f8a2f~mv2.jpg/v1/fill/w_613,h_459,al_c,lg_1,q_80,enc_auto/471393_eac20539b790497b8defd1a41a4f8a2f~mv2.jpg",,
Gorostiaga,Changan,UNI-T,ELITE 2026,SUV,$27.700,Nafta,1.5 T,AT DCT,2WD,4515,1870,1565,,350,5,,,,,,,,China,,"https://static.wixstatic.com/media/bc9593_640f1477357f4f39aed3d9e926b93372~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_640f1477357f4f39aed3d9e926b93372~mv2.png",,
Gorostiaga,Changan,UNI-K,AWD 2026,SUV,$37.900,Nafta,2.0 T,AT,4WD,4865,1948,1700,,518,5,,,,,,,,China,,"https://static.wixstatic.com/media/bc9593_640f1477357f4f39aed3d9e926b93372~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_640f1477357f4f39aed3d9e926b93372~mv2.png",,
Gorostiaga,Changan,HUNTER,4X4 ELITE AUT 2026,Pick-up,$32.990,Diesel,1.910 cc / 150 HP / 359 Nm,AT 6 velocidades,4WD,533,1930,1835,226,,5,Intermedio,Sí,,"10""",Cable,Retroceso,3 años o 100.000 Km,China,,"https://static.wixstatic.com/media/bc9593_bf84e3797509445593a6bf4c6ae657fc~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_bf84e3797509445593a6bf4c6ae657fc~mv2.png",Tipo no reconocido,
Gorostiaga,Changan,HUNTER,REEV 2026,Pick-up,$34.500,EREV,,AT,4WD,538,1980,1875,,,5,,,,,,,,China,,"https://static.wixstatic.com/media/bc9593_bf84e3797509445593a6bf4c6ae657fc~mv2.png/v1/fill/w_1107,h_738,al_c,q_90,enc_auto/bc9593_bf84e3797509445593a6bf4c6ae657fc~mv2.png",Tipo no reconocido,
Gorostiaga,Deepal,S07,2026,SUV,$32.990,EREV,1.480 cc + Eléc. / 234 HP / 320 Nm,AT,Trasera,475,1930,1625,,,5,Full,Sí,Sí,"15.6""",Inalámbrico,360°,5 años o 150.000 km,China,,,SUV Mediana (D),
Gorostiaga,Deepal,S05,2026,SUV,$28.990,Eléctrico,,AT,,462,1900,1600,,,5,,,,,,,,China,,,SUV Compacta (C),
Gorostiaga,Deepal,G318,LUXURY 2026,SUV,$39.900,EREV,1.497 cc + Eléc. / 433 HP / 572 Nm,CVT,4WD,501,1985,1960,,818,5,Full,Sí,Sí,"14.6""",Inalámbrico,360°,5 años o 150.000 km,China,,,SUV Grande (E),
Santa Rosa,Jetour,X50,MT 1.5L (sin turbo),SUV,$14.990,Nafta,1.5L / 114 HP / 143 Nm,MT,FWD,4397,1841,1654,180,398,5,Sin ADAS,Sí,No,"10,25",Cable,Retroceso,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,X50,AT 1.5T,SUV,$16.740,Nafta,1.5T / 153 HP / 230 Nm,Automático DCT,FWD,4397,1841,1654,180,398,5,Sin ADAS,Sí,Sí,"10,25",Cable,360,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,X70,GL FL BASIC,SUV,$16.740,Nafta,1.5T / 147 HP / 210 Nm,MT,,4720,1900,1695,210,1260,,Intermedio,No,No,10,Cable,,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,X70,GLS FL,SUV,$20.490,Nafta,1.5T / 147 HP / 210 Nm,Automático AT,,4720,1900,1695,210,1260,,Intermedio,Sí,Sí,10,Cable,Retroceso,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,X70 PLUS,GLS,SUV,$24.490,Nafta,1.5T / 156 HP / 230 Nm,Automático DCT,,4724,1900,1720,160,438,,Intermedio,Sí,Sí,"10,25",Inalámbrico,360,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,DASHING,GL,SUV,$20.490,Nafta,1.5T / 156 HP / 230 Nm,Automático DCT,,4590,1900,1680,160,486,,Intermedio,Sí,No,"12,8",Inalámbrico,Retroceso,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,DASHING,GLS,SUV,$24.490,Nafta,1.5T / 156 HP / 230 Nm,Automático DCT,,4590,1900,1680,160,486,,Intermedio,Sí,Sí,"12,8",Inalámbrico,540,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,T1,Confort,SUV,$28.990,Nafta,1.5T / 181 HP,Automático DCT,,4706,1967,1845,200,475,,Full,Sí,Sí,"12,8",Inalámbrico,540,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,T1,XWD,SUV,$32.990,Nafta,2.0T / 251 HP,Automático,XWD,4706,1967,1845,200,475,,Full,Sí,Sí,"15,6",Inalámbrico,540,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,T1,PHEV,SUV,$34.990,PHEV,1.5T,AT,,4706,1967,1845,200,475,,Full,Sí,Sí,"15,6",Inalámbrico,540,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,T2,LUX,SUV,$35.990,Nafta,2.0T / 251 HP / 390 Nm,AT 7DCT,XWD,4785,2006,1880,220,580,5,Full,Sí,Sí,"15,6",Inalámbrico/Cable,360,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,T2,PHEV,SUV,$39.990,PHEV,1.5T,DHT,,4785,2006,1870,220,580,,,,,,,,5 años o 100.000 km,China,,,,
Santa Rosa,Jetour,G700,Luxury,SUV,$49.990,,,AT,,4785,2006,1870,220,580,,,,,,,,5 años o 100.000 km,China,,,SUV Mediana (D),
Santa Rosa,Jetour,G700,Exclusive,SUV,$59.990,,,AT,,4785,2006,1870,220,580,,,,,,,,5 años o 100.000 km,China,,,SUV Mediana (D),
Santa Rosa,Soueast,S06,1.6T 6DCT IV,SUV,$25.490,Nafta 98 octanos,1.6T / 194 HP / 290 Nm,Automático DCT 7,Delantera,4616,1910,1685,160,450,5,Full,Sí,Sí,"15,6",Inalámbrico,540,5 años o 100.000 km,China,,,,
Santa Rosa,Soueast,S06,1.5T GDI + DHT PHEV V GLS,SUV,$27.490,PHEV,1.5T / 145 HP / 290 Nm,7DCT,Delantera,4616,1910,1685,190,450,5,Full,Sí,Sí,"15,6",Inalámbrico,360,5 años o 100.000 km,China,,,,
Santa Rosa,Soueast,S06,1.5T GDI + DHT PHEV III GL,SUV,$24.490,PHEV,1.5T / 145 HP / 290 Nm,7DCT,Delantera,4616,1910,1685,190,450,5,Full,Sí,Sí,"15,6",Inalámbrico,360,5 años o 100.000 km,China,,,,
Santa Rosa,Soueast,S07,1.6T - 7DCT,SUV,$26.490,Nafta,1.6T / 194 HP / 290 Nm,Automático DCT 7,FWD,4724,1900,1720,200,450,,Full,Sí,Sí,"12,3",Cable,360,5 años o 100.000 km,China,,,,
Santa Rosa,Soueast,S09,1.6T - 7DCT 2WD,SUV,$27.490,Nafta,1.6T / 194 HP / 290 Nm,Automático DCT 7,2WD,4858,1925,1780,200,-,,Full,Sí,Sí,"15,6",Cable,360,5 años o 100.000 km,China,,,,
Santa Rosa,Soueast,S09,2.0T - 8AT - 4WD,SUV,$32.490,Nafta,2.0T / 251 HP / 390 Nm,Automático 8AT,4WD,4858,1925,1780,200,-,,Full,Sí,Sí,"15,6",Cable,360,5 años o 100.000 km,China,,,,
Toyotoshi,Toyota,AGYA,,Hatchback,$14.100,Nafta,998 cc / 65.7 HP / 90 Nm,CVT,2WD,376,1665,1520,165,276,5,Intermedio,No,No,"8""",Cable,,3 años o 100.000km,Indonesia,,,Hatch Subcompacto (B),
Toyotoshi,Toyota,RAIZE,,SUV,$20.600,Nafta,1.198 cc / 87 HP / 113 Nm,CVT 7 velocidades,2WD,403,1710,1605,200,369,5,Intermedio,No,No,"8""",Cable,Retroceso,3 años o 100.000km,Indonesia,,,SUV Subcompacta (B),
Toyotoshi,Toyota,RAIZE,SPORT,SUV,$21.300,Nafta,1.198 cc / 87 HP / 113 Nm,CVT 7 velocidades,2WD,403,1710,1605,200,369,5,Intermedio,No,No,"8""",Cable,Retroceso,3 años o 100.000km,Indonesia,,,SUV Subcompacta (B),
Toyotoshi,Toyota,RUSH,,SUV,$23.850,Nafta,1.496 cc / 103 HP / 136 Nm,AT 4 velocidades,2WD,4435,1695,1705,220,,7,Sin ADAS,No,No,,,,3 años o 100.000km,Indonesia,,,SUV Compacta (C),
Toyotoshi,Toyota,YARIS CROSS,GAS,SUV,$27.150,Nafta,1.496 cc / 104.6 HP / 138 Nm,CVT 7 velocidades,2WD,431,1770,1615,260,471,5,Intermedio,No,No,"10.1""",Inalámbrico,Retroceso,3 años o 100.000km,Indonesia,,,SUV Subcompacta (B),
Toyotoshi,Toyota,COROLLA CROSS,HEV MID,SUV,$29.800,HEV,"1,8",eCVT,2WD,4460,1825,1620,,440,5,,,,,,,3 años o 100.000km,Brasil,,,,
Toyotoshi,Toyota,YARIS CROSS,HEV,SUV,$30.000,HEV,1.496 cc / 90 HP / 121 Nm,eCVT,2WD,431,1770,1615,260,466,5,Intermedio,No,No,"10.1""",Inalámbrico,Retroceso,3 años o 100.000km,Indonesia,,,SUV Subcompacta (B),
Toyotoshi,Toyota,COROLLA SEDAN,HEV LOW,Sedán,$30.600,HEV,"1,8",eCVT,2WD,4630,1780,1435,,470,5,,,,,,,3 años o 100.000km,Brasil,,,,
Toyotoshi,Toyota,COROLLA SEDAN,HEV HIGH,Sedán,$33.850,HEV,"1,8",eCVT,2WD,4630,1780,1435,,470,5,,,,,,,3 años o 100.000km,Brasil,,,,
Toyotoshi,Toyota,COROLLA CROSS,HEV HIGH,SUV,$36.500,HEV,"1,8",eCVT,2WD,4460,1825,1620,,440,5,,,,,,,3 años o 100.000km,Brasil,,,,
Toyotoshi,Toyota,HIACE VAN,MEC DSL,Furgón,$37.300,Diesel,,MT,2WD,5265,1950,1990,,,3,,,,,,,3 años o 100.000km,Japón,,,Tipo no reconocido,
Toyotoshi,Toyota,HILUX,DX D/C MT 4X4,Pick-up,$38.150,Diesel,2.755 cc / 201 HP / 500 Nm,MT 6 velocidades,4WD,5325,1855,1815,247,,5,Intermedio,No,No,"8""",Inalámbrico,,3 años o 100.000km,Argentina,,,Tipo no reconocido,
Toyotoshi,Toyota,HILUX,C/S MT 4X4,Pick-up,$39.400,Diesel,2.755 cc / 201 HP / 500 Nm,MT 6 velocidades,4WD,5325,1855,1815,247,,2,Intermedio,No,No,"8""",Inalámbrico,,3 años o 100.000km,Argentina,,,Tipo no reconocido,
Toyotoshi,Toyota,HILUX,SR D/C AT 4X4,Pick-up,$44.600,Diesel,2.755 cc / 201 HP / 500 Nm,AT 6 velocidades,4WD,5325,1855,1815,247,,5,Intermedio,No,No,"9""",Inalámbrico,Retroceso,3 años o 100.000km,Argentina,,,Tipo no reconocido,
Toyotoshi,Toyota,RAV 4,,SUV,$48.300,Nafta,2.487 cc / 215 HP / 209 Nm,CVT 6 velocidades,2WD,46,1855,1685,190,733,5,Full,Sí,,"8""",Cable,Retroceso,3 años o 100.000km,Japón,,,SUV Compacta (C),
Toyotoshi,Toyota,LC 70,C/S,Pick-up,$49.400,Diesel,3.956 cc / 231 HP / 360 Nm,MT 5 velocidades,4WD,5235,1770,1960,249,,2,Sin ADAS,No,No,"7""",Cable,,3 años o 100.000km,Japón,,,,
Toyotoshi,Toyota,HILUX,SRV D/C MT 4X4,Pick-up,$51.250,Diesel,2.755 cc / 201 HP / 500 Nm,MT 6 velocidades,4WD,5325,1855,1815,247,,5,Intermedio,Sí,No,"9""",Inalámbrico,Retroceso,3 años o 100.000km,Argentina,,,Tipo no reconocido,
Toyotoshi,Toyota,FORTUNER,SR AT 4X2,SUV,$52.100,Diesel,2.755 cc / 204 HP / 500 Nm,AT 6 velocidades,2WD,4795,1855,1835,227,,7,Intermedio,Sí,No,"9""",Inalámbrico,360°,3 años o 100.000km,Argentina,,,SUV Mediana (D),
Toyotoshi,Toyota,HIACE MINIBUS,MEC DSL,Minibus,$54.550,Diesel,,MT,2WD,5915,1950,2280,,,15,,,,,,,3 años o 100.000km,Japón,,,Tipo no reconocido,
Toyotoshi,Toyota,LC 70,D/C,Pick-up,$55.800,Diesel,3.956 cc / 231 HP / 360 Nm,MT 5 velocidades,4WD,508,1770,1970,249,,5,Sin ADAS,No,No,"7""",Cable,,3 años o 100.000km,Japón,,,,
Toyotoshi,Toyota,LC 70,HARD TOP,SUV,$56.550,Diesel,3.956 cc / 231 HP / 360 Nm,MT 5 velocidades,4WD,499,1770,"2,115",249,,10,Sin ADAS,No,No,"7""",Cable,,3 años o 100.000km,Japón,,,,
Toyotoshi,Toyota,HILUX,SRV D/C LIMITED AT 4X4,Pick-up,$57.950,Diesel,2.755 cc / 201 HP / 500 Nm,AT 6 velocidades,4WD,5325,1855,1815,247,,5,Intermedio,Sí,No,"9""",Inalámbrico,Retroceso,3 años o 100.000km,Argentina,,,Tipo no reconocido,
Toyotoshi,Toyota,HILUX,SRX D/C AT 4X4,Pick-up,$61.400,Diesel,2.755 cc / 201 HP / 500 Nm,AT 6 velocidades,4WD,5325,1855,1815,247,,5,Full,Sí,No,"9""",Inalámbrico,360°,3 años o 100.000km,Argentina,,,Tipo no reconocido,
Toyotoshi,Toyota,FORTUNER,SRV AT 4X4,SUV,$62.900,Diesel,2.755 cc / 204 HP / 500 Nm,AT 6 velocidades,4WD,4795,1855,1835,227,,7,Intermedio,Sí,No,"9""",Inalámbrico,360°,3 años o 100.000km,Argentina,,,SUV Mediana (D),
Toyotoshi,Toyota,GR YARIS,MT,Hatchback,$67.000,Nafta,1.6 T,MT 6,4WD,3995,1805,1455,124,174,4,,,,,,,3 años o 100.000km,Japón,,,,
Toyotoshi,Toyota,FORTUNER,DIAMOND AT 4X4,SUV,$67.750,Diesel,2.755 cc / 204 HP / 500 Nm,AT 6 velocidades,4WD,4795,1855,1835,227,,7,Intermedio,Sí,No,"9""",Inalámbrico,360°,3 años o 100.000km,Argentina,,,SUV Mediana (D),
